iter	Logloss
127	0.3729016015
128	0.3726980038
129	0.3724504078
130	0.3722323123
131	0.371992426
132	0.3717472176
133	0.3715364828
134	0.371336806
135	0.3711070275
136	0.3708306108
137	0.37060304
138	0.370390097
139	0.3701029265
140	0.3699635668
141	0.3697166968
142	0.3694809919
143	0.3693334922
144	0.3690232282
145	0.3688059575
146	0.3685476708
147	0.3681999877
148	0.368018874
149	0.3676842037
150	0.3674351715
151	0.3672874187
152	0.3670030573
153	0.3667786216
154	0.3664992525
155	0.3663066665
156	0.3661444144
157	0.365879305
158	0.3656999095
159	0.3654861977
160	0.3652993578
161	0.3650916037
162	0.3649262832
163	0.3646886155
164	0.3644088333
165	0.3642341949
166	0.3639446155
167	0.3637114158
168	0.3635141257
169	0.3634295055
170	0.3632113668
171	0.3629526603
172	0.3627441365
173	0.36256994
174	0.3624044061
175	0.3620244112
176	0.3618575705
177	0.361558017
178	0.3613931772
179	0.3610887566
180	0.3608374278
181	0.3606456622
182	0.3604828844
183	0.3603570477
184	0.3601970363
185	0.3600279925
186	0.3598923838
187	0.3595906924
188	0.3594200416
189	0.359122938
190	0.358986427
191	0.358794467
192	0.3585798274
193	0.3584042619
194	0.3580818473
195	0.3578792796
196	0.357625885
197	0.3574741219
198	0.3572999452
199	0.3570195846
200	0.356821381
201	0.3568006846
202	0.3566026731
203	0.3564226355
204	0.3562994708
205	0.3561438543
206	0.3558793318
207	0.3555415018
208	0.3553289378
209	0.3550556205
210	0.3548856865
211	0.3548015344
212	0.3546526877
213	0.3544276991
214	0.354303734
215	0.3541503475
216	0.3539470356
217	0.3537152477
218	0.3535647521
219	0.353412403
220	0.3533016773
221	0.353054246
222	0.3527905411
223	0.3525394887
224	0.3523023448
225	0.3520527689
226	0.3518998844
227	0.3517640529
228	0.351473391
229	0.3513694442
230	0.3512403172
231	0.3509501389
232	0.3508140422
233	0.3506371708
234	0.3503417767
235	0.3502060834
236	0.3500340592
237	0.3498596139
238	0.3496919309
239	0.3495054008
240	0.3493370159
241	0.3491414093
242	0.3490324254
243	0.3488006061
244	0.3487044444
245	0.3485161545
246	0.3483478924
247	0.3482481388
248	0.3480667218
249	0.3477506608
250	0.3474926295
251	0.3473447225
252	0.347152637
253	0.3470240946
254	0.3468316725
255	0.3467068863
256	0.3465302591
257	0.3463979858
258	0.3461962755
259	0.3459609889
260	0.3457315747
261	0.3456473529
262	0.3454936062
263	0.3453259025
264	0.3453161809
265	0.345186816
266	0.3450838845
267	0.3448253181
268	0.3447191447
269	0.3445312717
270	0.3443207017
271	0.3441714371
272	0.3440105897
273	0.3437358805
274	0.3435536752
275	0.3432481394
276	0.3431308598
277	0.3430229045
278	0.3428911113
279	0.3427453609
280	0.3425186808
281	0.3423297316
282	0.3421752041
283	0.3420897381
284	0.341898935
285	0.3416984709
286	0.3415997549
287	0.3414074671
288	0.3412851315
289	0.3411647775
290	0.3409743661
291	0.3406951512
292	0.3405372706
293	0.3404221966
294	0.3403018219
295	0.3401324645
296	0.3399489897
297	0.3398306708
298	0.3396258371
299	0.3394994798
300	0.3393437999
301	0.3392301446
302	0.3390705536
303	0.3389033504
304	0.3387367796
305	0.3385328258
306	0.3383562216
307	0.3381885148
308	0.3381395053
309	0.3379881175
310	0.3377679747
311	0.3376057644
312	0.3374625239
313	0.337344274
314	0.3371802619
315	0.3370475035
316	0.3369115503
317	0.3366019631
318	0.336432365
319	0.3362715107
320	0.3361377785
321	0.3359604759
322	0.3358609565
323	0.3357548782
324	0.3356003859
325	0.3354552142
326	0.3353195365
327	0.3351923099
328	0.3350404055
329	0.334863261
330	0.3346624948
331	0.3344905761
332	0.3343276984
333	0.3341403358
334	0.3339706323
335	0.333844903
336	0.3336585205
337	0.3335282825
338	0.3333556306
339	0.3331408917
340	0.3329338903
341	0.3328388287
342	0.3327039076
343	0.3325842846
344	0.3324974814
345	0.3323211027
346	0.3321153964
347	0.3319349798
348	0.3316600831
349	0.3314951025
350	0.3312833667
351	0.331132798
352	0.3310529231
353	0.3309270697
354	0.3307747242
355	0.3306546003
356	0.3306422129
357	0.3304921122
358	0.3303258304
359	0.3301500429
360	0.3300481019
361	0.3299359554
362	0.3298108216
363	0.329669602
364	0.3295564783
365	0.3293729547
366	0.3292275958
367	0.3291102864
368	0.3289507563
369	0.3288378408
370	0.3286766551
371	0.3285549731
372	0.3282877409
373	0.3281231224
374	0.3279375624
375	0.3278242705
376	0.3275108179
377	0.3273841398
378	0.3272729511
379	0.3271334868
380	0.3269005137
381	0.3267893168
382	0.3266862698
383	0.3265796761
384	0.3263755193
385	0.3262516315
386	0.3260984286
387	0.3260278151
388	0.3259443868
389	0.3257919248
390	0.3256455149
391	0.3255305498
392	0.3254229622
393	0.3252592773
394	0.3251364208
395	0.324997289
396	0.3249230686
397	0.3247163767
398	0.3245201308
399	0.3244313617
400	0.3242618803
401	0.3241099153
402	0.3239671837
403	0.323839282
404	0.3237747108
405	0.3237167419
406	0.3235129043
407	0.3234047321
408	0.3233112363
409	0.3230951188
410	0.3228495901
411	0.3226738789
412	0.3224548204
413	0.322304951
414	0.3222503386
415	0.3221480642
416	0.3220137809
417	0.3218132113
418	0.3215993622
419	0.3214268198
420	0.3213269241
421	0.3212114828
422	0.3210096435
423	0.3209377422
424	0.3207907897
425	0.3206869044
426	0.3205839049
427	0.3203905547
428	0.3202301294
429	0.3200408744
430	0.3198873772
431	0.3197986203
432	0.3196597932
433	0.3194559355
434	0.3192526894
435	0.3191532733
436	0.3188731891
437	0.3187093649
438	0.3185334303
439	0.3184255713
440	0.3182700559
441	0.318094513
442	0.3179692141
443	0.3178330376
444	0.3176557535
445	0.3174734873
446	0.3172769507
447	0.3172003398
448	0.3170590966
449	0.3169199391
450	0.3167630459
451	0.3166237802
452	0.3165117805
453	0.3163816647
454	0.3162220748
455	0.3160115038
456	0.3159488014
457	0.3158377943
458	0.3156572932
459	0.3154393506
460	0.3153039239
461	0.3151430195
462	0.3149934518
463	0.3148573116
464	0.3147481607
465	0.3145969555
466	0.3145117052
467	0.3144020147
468	0.3142890991
469	0.314194495
470	0.3141100907
471	0.3139367197
472	0.3138366662
473	0.3137623263
474	0.3136312722
475	0.3135063047
476	0.3133786868
477	0.3132943575
478	0.3130490578
479	0.3129135678
480	0.3127876162
481	0.3126600638
482	0.3126252455
483	0.3124619062
484	0.3122926636
485	0.3122250174
486	0.3121109721
487	0.3120086439
488	0.3118986135
489	0.3117187878
490	0.3115989358
491	0.3114874679
492	0.3113471681
493	0.3111738141
494	0.3110324468
495	0.3108824478
496	0.310772907
497	0.3106639374
498	0.3106346449
499	0.3105359636
500	0.3104504895
501	0.3102974905
502	0.3101625726
503	0.3099898695
504	0.3099164213
505	0.3097951914
506	0.3096671345
507	0.3095098555
508	0.3094222342
509	0.3092541956
510	0.309125582
511	0.3090501757
512	0.3087095391
513	0.3085846346
514	0.3084163101
515	0.3082856229
516	0.3081934504
517	0.3080915435
518	0.3079040791
519	0.3078347546
520	0.3076780168
521	0.3075707278
522	0.307418672
523	0.3073463992
524	0.3072136559
525	0.3070759599
526	0.3069376099
527	0.3068107677
528	0.3065464213
529	0.3063797831
530	0.3061923233
531	0.3060116678
532	0.3059004153
533	0.3057716437
534	0.3056565356
535	0.3055095551
536	0.3053604136
537	0.3051427702
538	0.3049730707
539	0.3047686282
540	0.304690711
541	0.3046009522
542	0.304457369
543	0.304296992
544	0.3041883173
545	0.3040037627
546	0.3038469852
547	0.3037105337
548	0.3035603117
549	0.3034683764
550	0.303307945
551	0.3031927516
552	0.3030627693
553	0.3028283788
554	0.3026096779
555	0.3024707092
556	0.3022912593
557	0.3021296547
558	0.3020466256
559	0.3019394771
560	0.3018268655
561	0.3016674097
562	0.3015235649
563	0.3014201786
564	0.3012518057
565	0.3010532514
566	0.3009008543
567	0.3006605901
568	0.300477332
569	0.3003651266
570	0.300217286
571	0.3001147713
572	0.3000013795
573	0.299884989
574	0.2997638248
575	0.2996534154
576	0.2995459644
577	0.2994310457
578	0.2992643949
579	0.2991506876
580	0.2990606067
581	0.2989666279
582	0.2988895634
583	0.2987242654
584	0.2985010069
585	0.2983280626
586	0.2981241109
587	0.2980268511
588	0.2979300325
589	0.2978132116
590	0.2976966669
591	0.2976011676
592	0.2974803595
593	0.2973767192
594	0.2972950012
595	0.29717239
596	0.2970620062
597	0.2969691911
598	0.2968820694
599	0.2967344193
600	0.2965792897
601	0.2964654506
602	0.2962969852
603	0.2962073954
604	0.2960700048
605	0.2958624807
606	0.295746329
607	0.2956418898
608	0.2955503013
609	0.2954553501
610	0.2953151589
611	0.2950862651
612	0.2949206023
613	0.294824984
614	0.2946912062
615	0.2945858418
616	0.294472117
617	0.2943236987
618	0.2941552166
619	0.2940311827
620	0.2939189625
621	0.2936477372
622	0.2934722889
623	0.293287115
624	0.2931963215
625	0.2930599505
626	0.2928841893
627	0.2927881318
628	0.2926494006
629	0.2925101205
630	0.2924388801
631	0.2923070017
632	0.292195524
633	0.2920519076
634	0.2919687678
635	0.2918108466
636	0.2916645836
637	0.2914273989
638	0.2912123541
639	0.2911426099
640	0.29101236
641	0.2909388876
642	0.2907928131
643	0.2906896187
644	0.2906103656
645	0.2904843039
646	0.2903239438
647	0.2901829732
648	0.2900295585
649	0.2899215645
650	0.2898472339
651	0.289726482
652	0.2894590162
653	0.2893195903
654	0.2892126239
655	0.2890722502
656	0.288959392
657	0.2888228158
658	0.2887362283
659	0.2885887331
660	0.2884482499
661	0.288343448
662	0.2882349527
663	0.2880936886
664	0.2879841347
665	0.2878705698
666	0.2876857261
667	0.2876247404
668	0.2875082378
669	0.287345166
670	0.2872510701
671	0.2871456693
672	0.2870192245
673	0.2868608348
674	0.2867462068
675	0.286577508
676	0.2863709567
677	0.2862331731
678	0.2861012136
679	0.2860208072
680	0.2859247557
681	0.2857030823
682	0.2856009041
683	0.285509879
684	0.2854029413
685	0.285243864
686	0.2850418215
687	0.2848969221
688	0.2847823568
689	0.2847291375
690	0.2846411842
691	0.2844770285
692	0.2843581946
693	0.2842706738
694	0.2841567087
695	0.2840297318
696	0.2839107485
697	0.2837970175
698	0.2836634443
699	0.2835130637
700	0.2834141575
701	0.2832943488
702	0.2831801982
703	0.2830735778
704	0.2829387972
705	0.2828096859
706	0.2827022262
707	0.282582413
708	0.2824717502
709	0.2823586381
710	0.2822509632
711	0.2821497508
712	0.282025723
713	0.2819040706
714	0.28178357
715	0.2817004878
716	0.2815302789
717	0.2814325227
718	0.2813332147
719	0.2812099533
720	0.2810509628
721	0.2809034837
722	0.2807823269
723	0.2807153846
724	0.2806180156
725	0.2804661699
726	0.2803560073
727	0.2801832407
728	0.2800341749
729	0.279835572
730	0.2797714498
731	0.279697825
732	0.2795972371
733	0.279526864
734	0.2793859177
735	0.2792340454
736	0.2791362713
737	0.278971728
738	0.2788452115
739	0.2787457919
740	0.2786079479
741	0.2784955885
742	0.2784039855
743	0.2782558015
744	0.278162455
745	0.2780195501
746	0.2779108523
747	0.2777407151
748	0.2776005909
749	0.2774664564
750	0.2773730917
751	0.2772352467
752	0.2770871539
753	0.2770087895
754	0.2768796477
755	0.2767905251
756	0.2766869869
757	0.2765820832
758	0.2764694235
759	0.2763891725
760	0.2762292825
761	0.2760946365
762	0.2759885712
763	0.275840294
764	0.2757707516
765	0.2756763771
766	0.2755407009
767	0.2754404932
768	0.2752404238
769	0.2749926946
770	0.2748980076
771	0.2748072011
772	0.2746466327
773	0.2745256205
774	0.2743754367
775	0.2742694884
776	0.274150553
777	0.2740385745
778	0.273900025
779	0.2737676312
780	0.2736995717
781	0.2735980941
782	0.2734940694
783	0.2733947905
784	0.2732965954
785	0.2731646797
786	0.2729830277
787	0.2728783599
788	0.2727503533
789	0.2726291758
790	0.2725442029
791	0.2724575431
792	0.2723397131
793	0.2722220924
794	0.2721393281
795	0.2720162921
796	0.2719230909
797	0.2717817999
798	0.2716434963
799	0.2715440687
800	0.2714427772
801	0.2712771118
802	0.2711907292
803	0.2710827677
804	0.270986483
805	0.2708281203
806	0.2706923695
807	0.2705827025
808	0.2704782573
809	0.2703760587
810	0.2702110358
811	0.27008744
812	0.2699923603
813	0.2698706281
814	0.269789112
815	0.2696594519
816	0.2694954365
817	0.2694128451
818	0.2693040762
819	0.2692122451
820	0.2690264742
821	0.268898737
822	0.2688382776
823	0.2686409067
824	0.2685406985
825	0.2684267679
826	0.2682707234
827	0.2681846397
828	0.2681118351
829	0.2679684267
830	0.2678430125
831	0.267745409
832	0.2676007265
833	0.2675109857
834	0.2673779673
835	0.2672736772
836	0.2671167531
837	0.2670123536
838	0.2668262959
839	0.2666837188
840	0.2666087122
841	0.2664324541
842	0.2663416541
843	0.2662554547
844	0.2661319349
845	0.266030959
846	0.2658327367
847	0.2657455422
848	0.265641644
849	0.2655362503
850	0.2654549029
851	0.2653246115
852	0.265182205
853	0.265049625
854	0.2649635695
855	0.2648253498
856	0.2646541153
857	0.2645488225
858	0.2644468099
859	0.2643380826
860	0.264200542
861	0.2641520945
862	0.2640444517
863	0.2638961927
864	0.2637932512
865	0.2636833922
866	0.2635676602
867	0.2634471722
868	0.26329125
869	0.2631982421
870	0.2631151856
871	0.2629879387
872	0.2628594066
873	0.2627701054
874	0.2626810825
875	0.2625741206
876	0.2624196646
877	0.262316712
878	0.2622192227
879	0.2620402292
880	0.2618768984
881	0.2617546214
882	0.2616162425
883	0.2615169564
884	0.2614604758
885	0.2613708987
886	0.2612904465
887	0.2612267002
888	0.2611432622
889	0.2610403648
890	0.2608547048
891	0.2607607098
892	0.2606920746
893	0.2606048742
894	0.2604022445
895	0.2603106199
896	0.2601582257
897	0.2600062027
898	0.2599238672
899	0.2598017308
900	0.2596686733
901	0.2595246052
902	0.2593622917
903	0.2591947574
904	0.2591152677
905	0.258954709
906	0.2588402138
907	0.2586699916
908	0.2585384404
909	0.258456791
910	0.258340602
911	0.2582670751
912	0.2581827827
913	0.2580588888
914	0.2579885003
915	0.2578517213
916	0.2577805254
917	0.2576864861
918	0.25758727
919	0.2574556977
920	0.2573423004
921	0.2572311547
922	0.257033053
923	0.2568509112
924	0.2567079792
925	0.256581755
926	0.2564423417
927	0.2563302513
928	0.2562410721
929	0.2561105364
930	0.2559985391
931	0.2558909959
932	0.2557871838
933	0.2556949391
934	0.2555708573
935	0.2554862931
936	0.2553925868
937	0.2552891471
938	0.2552107408
939	0.2551103113
940	0.2550426739
941	0.2549371301
942	0.2548570208
943	0.2547414396
944	0.2546543491
945	0.2544867855
946	0.2543725744
947	0.2542536476
948	0.2541006693
949	0.2539649931
950	0.2538416789
951	0.2537390846
952	0.2536421923
953	0.2534936634
954	0.253326291
955	0.2532013297
956	0.2531051351
957	0.2530050426
958	0.2529295185
959	0.25284254
960	0.2526780631
961	0.2525737864
962	0.2524570947
963	0.2523198077
964	0.2521775629
965	0.2520389059
966	0.2518510948
967	0.2517174167
968	0.2516514837
969	0.2515303483
970	0.251406548
971	0.2512869559
972	0.2511624368
973	0.2510870784
974	0.2508945058
975	0.2508066785
976	0.2507462481
977	0.2506086622
978	0.2504979505
979	0.250397219
980	0.2502343658
981	0.2501189691
982	0.2500533037
983	0.2499072423
984	0.249766852
985	0.2496597885
986	0.2495911525
987	0.2494545153
988	0.2493621759
989	0.2492620113
990	0.2491292833
991	0.2490152241
992	0.2489083948
993	0.2487422155
994	0.2486004975
995	0.2485031454
996	0.2483749628
997	0.2482849966
998	0.2482033405
999	0.2480895228
