iter	Logloss
339	0.3371024717
340	0.3370146594
341	0.3369408904
342	0.3368694293
343	0.3367049122
344	0.3365975373
345	0.3364924497
346	0.3362743386
347	0.3361395671
348	0.3359339709
349	0.3358089851
350	0.3355528756
351	0.3354159487
352	0.3353210134
353	0.3351485901
354	0.3350457397
355	0.3349520803
356	0.334893934
357	0.3346862711
358	0.3346238226
359	0.3345350277
360	0.3344342152
361	0.3343305824
362	0.3341823816
363	0.3339231476
364	0.3337729732
365	0.3336692177
366	0.3335032334
367	0.333345178
368	0.3332434976
369	0.3330122354
370	0.3329038272
371	0.3327689049
372	0.3326626906
373	0.3324338837
374	0.3322733527
375	0.3320552459
376	0.3318755586
377	0.3318083942
378	0.3317144731
379	0.3314498276
380	0.3311987648
381	0.3309473142
382	0.3308030603
383	0.3306687643
384	0.3305524779
385	0.3303275914
386	0.3302680628
387	0.3301277198
388	0.329958252
389	0.3298953028
390	0.3298053276
391	0.3297243159
392	0.3296158187
393	0.3295479339
394	0.3294188262
395	0.3292697422
396	0.3291302298
397	0.3287794409
398	0.3286701593
399	0.3284572214
400	0.3283665522
401	0.3282590282
402	0.3280957607
403	0.3279385071
404	0.3278643601
405	0.3276693959
406	0.3274792429
407	0.3274288371
408	0.3272132429
409	0.3270878073
410	0.326977394
411	0.3268294638
412	0.3267291712
413	0.3265536748
414	0.3264652885
415	0.3264007905
416	0.3262096607
417	0.3261570076
418	0.3260303872
419	0.3258224914
420	0.3257204312
421	0.3256459696
422	0.3254947994
423	0.3254296256
424	0.3253229087
425	0.325215538
426	0.3251226532
427	0.3250261068
428	0.3249052137
429	0.3247854808
430	0.3246334494
431	0.3245035148
432	0.3243357441
433	0.3242244062
434	0.324108116
435	0.323993696
436	0.3238820648
437	0.3237760054
438	0.3236539896
439	0.3234910796
440	0.3234194225
441	0.3232691374
442	0.3231310855
443	0.3229073879
444	0.3227403702
445	0.322569362
446	0.3224279581
447	0.3223082979
448	0.3221873508
449	0.3220802489
450	0.3220007436
451	0.3218811513
452	0.3217602093
453	0.3215305916
454	0.3213366144
455	0.3211066904
456	0.3210197386
457	0.320911011
458	0.3207248547
459	0.3206074315
460	0.3205290634
461	0.3204121074
462	0.3202582603
463	0.3201532852
464	0.3199980708
465	0.3198975063
466	0.3197642462
467	0.3196084434
468	0.3194968225
469	0.3192006455
470	0.3191000857
471	0.3190349148
472	0.3189382781
473	0.3188256146
474	0.3186836239
475	0.318617158
476	0.3184750316
477	0.3182986737
478	0.3182154705
479	0.3181168242
480	0.3179553488
481	0.3178408263
482	0.3176761324
483	0.3175753489
484	0.3174401098
485	0.3173362866
486	0.3172240689
487	0.3171372554
488	0.3170406959
489	0.3169195826
490	0.3168695196
491	0.3167717913
492	0.3165613237
493	0.3164687261
494	0.3163743117
495	0.3162760649
496	0.3161566374
497	0.3160232654
498	0.315966947
499	0.3156963934
500	0.3155450671
501	0.3153383099
502	0.3151960387
503	0.3150974898
504	0.3149966053
505	0.3148742276
506	0.3148033357
507	0.3147061218
508	0.3146326558
509	0.3144561794
510	0.3142905636
511	0.3141590506
512	0.3140101515
513	0.3139430988
514	0.3137818186
515	0.3136320916
516	0.3135239858
517	0.3133307553
518	0.313202998
519	0.313114352
520	0.313019574
521	0.3128923754
522	0.3127637139
523	0.312697581
524	0.3125899134
525	0.3124403461
526	0.312305792
527	0.3122155831
528	0.3121161095
529	0.3120288686
530	0.3119040276
531	0.3117751511
532	0.3116659934
533	0.311578354
534	0.3114477363
535	0.3113794945
536	0.311251173
537	0.3111793098
538	0.3110239252
539	0.3108921758
540	0.3107801385
541	0.3106409228
542	0.3105096235
543	0.3103871512
544	0.3102820833
545	0.3101957695
546	0.3100917672
547	0.3099919262
548	0.3098142495
549	0.3096906018
550	0.3095244684
551	0.3094887854
552	0.3093862711
553	0.3092913268
554	0.3091581238
555	0.3090403556
556	0.308893193
557	0.3087744396
558	0.3086197211
559	0.3085845331
560	0.3085111466
561	0.3084351133
562	0.3083515964
563	0.3081678878
564	0.3080541693
565	0.307920319
566	0.3078237283
567	0.3076766875
568	0.3074927918
569	0.3073827501
570	0.3072822729
571	0.3071556505
572	0.3070782494
573	0.3069927201
574	0.3068073686
575	0.3066852305
576	0.3066522389
577	0.3064766393
578	0.3063489168
579	0.306277713
580	0.3061609266
581	0.3060555432
582	0.3059502719
583	0.3057728394
584	0.3056296874
585	0.3055528825
586	0.3054691199
587	0.3053474142
588	0.3051050013
589	0.3049217663
590	0.3047178663
591	0.3045515997
592	0.3043710327
593	0.3042876545
594	0.3041722827
595	0.304059968
596	0.3038872429
597	0.3036748634
598	0.3035681851
599	0.3034581515
600	0.3034274174
601	0.3032628068
602	0.3031798175
603	0.3030705792
604	0.3028875149
605	0.3028005094
606	0.3026805052
607	0.3024563577
608	0.3023162412
609	0.3022003416
610	0.3020704935
611	0.3019189397
612	0.3017626626
613	0.3016190786
614	0.3015037699
615	0.3013453976
616	0.3011841253
617	0.3010656867
618	0.3009553918
619	0.3008869732
620	0.3008175319
621	0.3006813751
622	0.3005980975
623	0.3004850933
624	0.3003751897
625	0.3002248681
626	0.3001120311
627	0.2999428239
628	0.2996812751
629	0.2995073923
630	0.2993247781
631	0.2991926741
632	0.2990785639
633	0.2989070282
634	0.2987325538
635	0.2984537653
636	0.2982987791
637	0.2981843509
638	0.2980067241
639	0.2979246847
640	0.2978458128
641	0.2977446775
642	0.2976725127
643	0.2975069865
644	0.297421995
645	0.2973536147
646	0.297186695
647	0.2970731973
648	0.2968834356
649	0.2967596587
650	0.296534628
651	0.2963755963
652	0.2961581444
653	0.2959852355
654	0.2958588213
655	0.2957472567
656	0.2956459634
657	0.295546933
658	0.2953919175
659	0.295297006
660	0.2951722581
661	0.2950554424
662	0.2948523862
663	0.2947574947
664	0.2946259469
665	0.2944724572
666	0.2943995212
667	0.2942989689
668	0.2941889469
669	0.2940413974
670	0.2939445762
671	0.2938598515
672	0.29377411
673	0.2937061291
674	0.2935986246
675	0.2935483277
676	0.2934124493
677	0.2932707935
678	0.2931468609
679	0.2930394138
680	0.2929129617
681	0.2928206534
682	0.2926766938
683	0.2924268209
684	0.2922911351
685	0.2921602329
686	0.291968506
687	0.2918554465
688	0.291806886
689	0.2916075074
690	0.291486726
691	0.2913091405
692	0.2911584437
693	0.2910559611
694	0.2909262894
695	0.2908107523
696	0.2906609507
697	0.2905159324
698	0.2904001002
699	0.2902075655
700	0.290083475
701	0.2899878322
702	0.2898805225
703	0.2898263065
704	0.2895903242
705	0.2894754319
706	0.2893561061
707	0.2892412817
708	0.2890960257
709	0.2890008737
710	0.2888507471
711	0.2886780676
712	0.2884300416
713	0.2883754696
714	0.2881801188
715	0.2880769461
716	0.2880065109
717	0.287888829
718	0.2877370289
719	0.2876175247
720	0.2873859364
721	0.2872852519
722	0.287161391
723	0.2870455665
724	0.2869309868
725	0.2868409848
726	0.2866775901
727	0.2865227649
728	0.286356951
729	0.2862094386
730	0.2861086211
731	0.2859561051
732	0.2858781058
733	0.285791603
734	0.2855948882
735	0.2854599491
736	0.2853384437
737	0.2851645195
738	0.2850943572
739	0.2849978803
740	0.2848378203
741	0.2847618356
742	0.2845933583
743	0.2844847012
744	0.2843908244
745	0.2843028368
746	0.284204782
747	0.2840446809
748	0.283968964
749	0.283888653
750	0.2838219325
751	0.2836776359
752	0.2835748598
753	0.2834552793
754	0.283301112
755	0.2832509314
756	0.2831322488
757	0.2830445516
758	0.2829493121
759	0.2828279346
760	0.2827508546
761	0.2826445132
762	0.2825679309
763	0.282445652
764	0.2823614429
765	0.2822345429
766	0.2820749737
767	0.2819837935
768	0.2818985583
769	0.2817416238
770	0.2815432324
771	0.2814515029
772	0.2813237114
773	0.2811772074
774	0.2809948237
775	0.2808674518
776	0.2807510897
777	0.2806698289
778	0.2806081268
779	0.280483561
780	0.280314581
781	0.2802202438
782	0.2801116122
783	0.2800311749
784	0.2799381666
785	0.2798402863
786	0.279792721
787	0.2796017206
788	0.2795257995
789	0.2794558701
790	0.279251107
791	0.2790681357
792	0.2789950752
793	0.2789211434
794	0.2787723029
795	0.2786579569
796	0.2785589255
797	0.2784235621
798	0.2783789179
799	0.2783193194
800	0.2782244031
801	0.2781117386
802	0.2779913495
803	0.2778661093
804	0.2777450611
805	0.2776332573
806	0.2775260609
807	0.2773918044
808	0.2773003787
809	0.2771678141
810	0.2770238601
811	0.276896384
812	0.276784876
813	0.2766797646
814	0.2765911036
815	0.2764860724
816	0.2763826298
817	0.2763138662
818	0.276186142
819	0.2760902416
820	0.2760112373
821	0.2758801946
822	0.2757312146
823	0.2756222566
824	0.2754349266
825	0.2753597018
826	0.275259832
827	0.2751812852
828	0.2751130255
829	0.2749950982
830	0.2749367901
831	0.2748760074
832	0.274760683
833	0.2745845348
834	0.2744575841
835	0.2743547215
836	0.2742066999
837	0.2740392721
838	0.2739836825
839	0.2738895365
840	0.2737616729
841	0.2736042635
842	0.2735478509
843	0.2734410848
844	0.2732995944
845	0.2732084048
846	0.2731076764
847	0.2729864481
848	0.2728760963
849	0.2727891726
850	0.2726906171
851	0.2725536278
852	0.2724576928
853	0.2723448256
854	0.272273991
855	0.2722173564
856	0.2720825907
857	0.2720246212
858	0.2718785986
859	0.2717916048
860	0.2716778895
861	0.271555697
862	0.2714593637
863	0.2713544389
864	0.2712281778
865	0.2710677741
866	0.2709319252
867	0.2708374088
868	0.270761065
869	0.2706773877
870	0.2705707293
871	0.2703820889
872	0.2702380388
873	0.2701401886
874	0.2699528963
875	0.2699110398
876	0.2698006865
877	0.2696623808
878	0.2695184517
879	0.2694356893
880	0.2692526786
881	0.2691636372
882	0.2690926642
883	0.2689886874
884	0.2688771
885	0.2687023433
886	0.268655012
887	0.2685757409
888	0.2684629557
889	0.2683860013
890	0.2682928018
891	0.2681363752
892	0.2680199112
893	0.267948024
894	0.2678732522
895	0.267728596
896	0.2675912354
897	0.2675371018
898	0.2674435928
899	0.267337208
900	0.2672170386
901	0.2670697826
902	0.2668718858
903	0.2667832227
904	0.2666770539
905	0.266594652
906	0.2664579814
907	0.2662766764
908	0.2661268697
909	0.2660152882
910	0.2659592838
911	0.2658310197
912	0.2656926572
913	0.2655986778
914	0.2654963546
915	0.2653820583
916	0.2652974294
917	0.2651583436
918	0.2650695644
919	0.2649834675
920	0.2649225912
921	0.2648085367
922	0.2646708944
923	0.2645612515
924	0.2644435957
925	0.2643328778
926	0.2642064852
927	0.2640849082
928	0.2639819606
929	0.2639048488
930	0.263793452
931	0.2636687206
932	0.2635161706
933	0.2633961589
934	0.2633179734
935	0.2632052469
936	0.2631281581
937	0.2629362369
938	0.262862324
939	0.2627490579
940	0.2625993651
941	0.2624931171
942	0.2623577371
943	0.2622005475
944	0.262107502
945	0.2620417323
946	0.2619649553
947	0.2618685799
948	0.2617574851
949	0.2616593534
950	0.2615283059
951	0.2613668087
952	0.2612936157
953	0.2612070132
954	0.2611415848
955	0.2610713224
956	0.2610159543
957	0.260929507
958	0.2607965038
959	0.2607071649
960	0.2606521107
961	0.260464069
962	0.2603930236
963	0.2603288441
964	0.2602140958
965	0.260080659
966	0.2599982447
967	0.2598776587
968	0.2597374738
969	0.2596508419
970	0.2595084889
971	0.2593671565
972	0.2592873669
973	0.2591878426
974	0.2591168731
975	0.2589824733
976	0.2589142013
977	0.2587862223
978	0.2586818349
979	0.2584923082
980	0.2584396054
981	0.258338494
982	0.2581524188
983	0.2579887084
984	0.2579167427
985	0.2578409491
986	0.2577293214
987	0.2576125996
988	0.2575429388
989	0.2574075883
990	0.2572928872
991	0.2571843451
992	0.2570618292
993	0.2569458642
994	0.2568223181
995	0.2566778843
996	0.256539069
997	0.2563735032
998	0.2562808714
999	0.2561709464
